alpha_1,alpha_2,alpha_3,alpha_4,alpha_5,beta_11,beta_22,beta_33,beta_44,beta_55,beta_12,beta_13,beta_14,beta_15,beta_23,beta_24,beta_25,beta_34,beta_35,beta_45
0.430705188191496,0.306942365248688,-0.283294275403023,0.119137976085767,0.864015661296435,0.266181292710826,0.493803414981812,-0.474995422875509,-0.33368452382274,0.285840891767293,0,0,0,0,0,0,0,0,0,0
0.77418154256884,0.661677355179563,0.916378160938621,-0.488535990007222,-0.0463291831547394,0.0397037887014449,-0.49811367248185,-0.482218157500029,-0.17326361592859,0.367143569514155,0,0,0,0,0,0,0,0,0,0
0.155459078378044,0.563555963570252,-0.484872032771818,-0.0695916875265539,0.138358894386329,-0.398817583918571,-0.355626019649208,-0.327342292526737,0.347540369490162,-0.378185085719451,0,0,0,0,0,0,0,0,0,0
0.908925078809261,-0.0772516311844811,0.781383868539706,-0.338697562227026,0.356161401839927,-0.0145758567377925,-0.477070063818246,-0.216380269266665,0.412184243556112,0.194734618999064,0,0,0,0,0,0,0,0,0,0
0.345925080124289,0.112754499539733,0.836017279303633,-0.32665339182131,0.78692221629899,-0.272856219671667,0.0497253471985459,-0.26398737099953,-0.0672706726472825,-0.0669022633228451,0,0,0,0,0,0,0,0,0,0
0.333653627778403,-0.104925164487213,0.0158697823062539,-0.0685277739539742,0.187780818785541,-0.0311693565454334,-0.325901754433289,0.235965012805536,0.105595307191834,0.294512874213979,0,0,0,0,0,0,0,0,0,0
0.385921596316621,0.765071336179972,0.213294248678721,0.450466090347618,0.46283435926307,-0.173862783703953,-0.425067925360054,0.0620542326942086,-0.456940032541752,-0.110872271005064,0,0,0,0,0,0,0,0,0,0
-0.423750528134406,-0.245312186190858,-0.435840015648864,0.577488482813351,0.826024504262023,-0.436396072618663,-0.398108213441446,-0.300330710830167,0.0513444906100631,-0.0140373024623841,0,0,0,0,0,0,0,0,0,0
0.86263739108108,0.644607031717896,0.846363254124299,0.754041340434924,-0.483442515600473,-0.427363324910402,-0.303687304491177,-0.149448881391436,0.482137069338933,-0.381434035487473,0,0,0,0,0,0,0,0,0,0
0.717480562161654,0.191556147066876,0.448944250354543,0.0981570673175156,0.829036580282263,0.439051347551867,0.202678281115368,0.472998143173754,0.254266727715731,-0.345873083919287,0,0,0,0,0,0,0,0,0,0
0.933149262680672,0.405622041900642,0.601517063798383,-0.0994440008653328,0.281841079471633,-0.454818482976407,0.030229864642024,0.124024932971224,0.106133939465508,-0.291018923046067,0,0,0,0,0,0,0,0,0,0
0.0148369669914246,0.0574618706014007,0.683061883668415,0.035959561704658,-0.244400157593191,-0.416951254475862,0.391060283407569,0.390078164869919,0.271056055324152,-0.37681504455395,0,0,0,0,0,0,0,0,0,0
0.723642271361314,0.533100713742897,0.839828958851285,0.730322696035728,0.844372902065516,-0.234476858517155,0.474848518380895,-0.149477827595547,0.303593026706949,-0.467036147601902,0,0,0,0,0,0,0,0,0,0
-0.436121060163714,0.789359594113193,0.863412850536406,0.402564063086174,0.92247273598332,0.236756101017818,0.168817219557241,-0.409088786458597,-0.330574528081343,0.322102550882846,0,0,0,0,0,0,0,0,0,0
-0.0817387028364465,0.121683461591601,-0.440175456227735,0.028315357863903,-0.0796147341607139,-0.346030661137775,0.391234193462878,-0.42642057989724,0.219078785274178,0.166181249776855,0,0,0,0,0,0,0,0,0,0
0.832624775939621,0.245617242529988,0.109989709220827,0.793080475996248,0.467330283252522,-0.00952802924439311,-0.403239281848073,0.0469741618726403,-0.00439369375817478,0.111315562855452,0,0,0,0,0,0,0,0,0,0
0.711054669693112,-0.318575645564124,-0.456527587142773,-0.0374740139814094,0.221614780253731,-0.200409745797515,-0.392455103807151,0.152054550359026,-0.00605280720628798,0.238214011536911,0,0,0,0,0,0,0,0,0,0
0.642988277715631,0.179118647472933,0.683983149123378,0.662668525357731,-0.0932204807177186,-0.360156898153946,-0.417364567518234,-0.436128615168855,-0.439144482137635,0.113526054192334,0,0,0,0,0,0,0,0,0,0
0.803233928978443,-0.370971407042816,0.660109522985294,0.553969783126377,0.911310990341008,0.479896971024573,0.0432890735100955,0.225439951522276,-0.483818300068378,0.410368303535506,0,0,0,0,0,0,0,0,0,0
-0.477124326745979,-0.415476383408532,0.381089071161114,0.407201664987952,-0.41031856671907,-0.212866392219439,-0.381180906901136,-0.00716210412792861,-0.173959242645651,-0.0498000902589411,0,0,0,0,0,0,0,0,0,0
0.109912650194019,0.392024998203851,-0.268514508148655,0.688568767858669,0.570706580532715,-0.217631476465613,0.23759220726788,-0.117235282436013,-0.068658531177789,0.212108452804387,0,0,0,0,0,0,0,0,0,0
0.995123057044111,0.0553301252657548,0.91570637060795,0.309536005137488,0.108218052540906,-0.267238979693502,-0.0232872697524726,-0.177380841225386,-0.10333939245902,-0.0581463039852679,0,0,0,0,0,0,0,0,0,0
-0.0388949882471934,-0.0780828198185191,-0.481682312092744,0.283940155641176,0.632353530265391,0.39684644411318,-0.220620626816526,-0.135093097342178,0.220247001387179,0.00897905509918928,0,0,0,0,0,0,0,0,0,0
-0.112825262593105,-0.210152050131001,0.161878464045003,0.623630471760407,-0.0513162517454475,0.394802775233984,0.00687614479102194,0.353462044615299,0.409641062142327,-0.038746336940676,0,0,0,0,0,0,0,0,0,0
-0.348905350547284,0.506871493766084,-0.0156858598347753,0.997576009132899,-0.459116038284265,0.364959035301581,-0.0399021585471928,-0.179062849376351,0.233673400478438,-0.482070290483534,0,0,0,0,0,0,0,0,0,0
0.365683204378001,0.523255127016455,-0.183557933429256,0.294326865463518,-0.374177593621425,-0.41930509917438,0.374545694096014,-0.382187948795035,0.0879751236643642,0.37016036384739,0,0,0,0,0,0,0,0,0,0
-0.27554087806493,-0.423243577009998,0.924568678368814,-0.353459987672977,-0.130088347825222,0.13516651513055,-0.0702242478728294,-0.124793092953041,0.481138133909553,-0.237961728591472,0,0,0,0,0,0,0,0,0,0
0.404008756042458,0.349697445402853,0.195034618023783,-0.354284705477767,0.98311983293388,-0.286061431514099,-0.214015351142734,0.232700686668977,0.392601398052648,0.107893756357953,0,0,0,0,0,0,0,0,0,0
0.419301501708105,-0.353528866660781,0.87097501649987,0.0730929189594463,0.431904077646323,-0.122649284778163,-0.106697193114087,-0.154687049565837,-0.162863018922508,0.392022162675858,0,0,0,0,0,0,0,0,0,0
-0.0145533815957606,-0.0167596200481057,-0.111860892502591,-0.204592803842388,0.936449462082237,0.265286469133571,-0.330664573702961,-0.334981888532639,0.104400583775714,-0.153231904143468,0,0,0,0,0,0,0,0,0,0
0.826132193556987,0.672530244803056,-0.20238006033469,0.0596496395301074,-0.0994750474346802,-0.0549476775340736,0.0664129494689405,0.35724993981421,-0.38481442281045,0.0472218212671578,0,0,0,0,0,0,0,0,0,0
0.116175395553,0.153399731381796,0.722087881993502,0.909857175080106,-0.424374471767806,-0.270565039012581,-0.332668439485133,0.288029589457437,-0.120428061811253,-0.0294007833581418,0,0,0,0,0,0,0,0,0,0
0.113087033387274,0.167961001978256,0.975620923796669,0.0738839928526431,0.917322335531935,0.0983567968942225,0.0793552629183978,-0.223610279848799,-0.177152742631733,-0.468815439846367,0,0,0,0,0,0,0,0,0,0
-0.444811057648621,-0.358874507830478,0.110772265004925,0.985268730088137,0.0806580486241728,0.0590862489771098,0.0667129033245146,0.35838495194912,0.169176034163684,-0.453318116022274,0,0,0,0,0,0,0,0,0,0
-0.464412861503661,0.173896372201853,-0.272545315441675,0.734563773148693,0.340620564762503,0.0134666333906353,0.229109240230173,-0.352557267760858,0.00352411158382893,0.069986843271181,0,0,0,0,0,0,0,0,0,0
0.584879634552635,0.551177297253162,0.341595310950652,0.194542061421089,0.310899626929313,0.429722489556298,0.269382896600291,0.356424584286287,0.235525648575276,0.133559689857066,0,0,0,0,0,0,0,0,0,0
0.547106312355027,0.492548372247256,-0.435545128071681,0.51465083938092,0.237775160116144,0.395529067609459,-0.271692699519917,-0.257315369090065,0.392328272107989,0.487034847028553,0,0,0,0,0,0,0,0,0,0
-0.359669682569802,0.439455589861609,-0.280176674714312,0.799406339181587,0.467675911029801,-0.247252207947895,0.271137139527127,-0.0153998807072639,-0.40023676911369,0.23108718264848,0,0,0,0,0,0,0,0,0,0
0.469630522304215,0.372661600471474,0.612111801630817,0.362254257895984,0.80657123576384,-0.149748195661232,-0.121499916072935,0.243469325359911,0.302156598307192,-0.402958962833509,0,0,0,0,0,0,0,0,0,0
-0.0120881189359352,0.366009642486461,0.0450079309521243,0.108952554874122,-0.350868731737137,0.493890629149973,-0.371104212012142,-0.296341312816367,0.47229240485467,0.0487142782658339,0,0,0,0,0,0,0,0,0,0
-0.346884640282951,-0.0218360959552228,0.160898805363104,0.94736991263926,-0.339547981042415,0.130397712811828,-0.464137971401215,-0.0487125101499259,-0.197997607989237,0.254503461765125,0,0,0,0,0,0,0,0,0,0
