alpha_1,alpha_2,alpha_3,alpha_4,alpha_5,beta_11,beta_22,beta_33,beta_44,beta_55,beta_12,beta_13,beta_14,beta_15,beta_23,beta_24,beta_25,beta_34,beta_35,beta_45
0.416100567905232,-0.0274760788306594,-0.431277556810528,-0.438530732877553,0.128253564005718,0.0264416475780308,-0.155131322611123,-0.0791404156945646,-0.10222375318408,0.278407270135358,-0.795495240017772,0.893537464551628,0.907558855134994,0.992582062724978,-0.915629005990922,0,0.65526946214959,-0.445409197360277,-0.598167752381414,-0.50679677631706
0.173544381046668,0.103895845590159,-0.15046793106012,-0.429141856729984,-0.484746628208086,0.237256945855916,-0.0730675597675145,-0.122883538389578,0.247199727315456,0.119032720662653,0.303740974981338,0,0,-0.0228984141722322,0,0.500441525131464,0,0,-0.373688952066004,-0.747329595498741
0.478058874141425,-0.19069351372309,0.0184812815859914,-0.422496569110081,-0.0254245512187481,0.278464798768982,0.0563284606207162,0.267809995589778,-0.0580341603141278,0.0319235406350344,0.730961326044053,0,-0.615499187726527,0,0.666243816260248,0,0.373283600900322,-0.330602720379829,0,0
0.214596323203295,0.299219524953514,0.45837099570781,-0.477274287026376,-0.0622143787331879,0.02108088824898,-0.0225303465966135,0.0891402354463935,-0.101450226036832,-0.250979345943779,-0.076680788770318,-0.212372437585145,0,0.15845698164776,-0.610578474123031,0.268943129107356,0.983423089142889,-0.793289688881487,-0.558137397747487,0.402847904711962
0.471267981221899,-0.362116758245975,-0.106781346490607,-0.406900130677968,-0.192300487076864,0.293763450393453,-0.0751928356010467,-0.257034038566053,-0.267015277594328,-0.248939680634066,-0.0944776558317244,-0.188177612610161,0,0.817369503900409,0,0.232158893253654,0,0,0,0.101557435002178
-0.259589683730155,-0.466654281597584,0.317073774058372,-0.261006931774318,-0.339720912510529,0.0667013426776976,0.231820357684046,0.153130224673077,0.187370055634528,-0.163845435390249,0,-0.948661705479026,-0.0604735650122166,0,0,0.148074722383171,0.959167497232556,-0.0466989791020751,-0.342227259650826,-0.417347638402134
0.19420284894295,0.0759101354051381,0.207860743859783,0.0973960314877331,0.123415118549019,0.247394631430507,-0.062383810384199,-0.0230673967860639,-0.0348854073788971,0.0489659603219479,0.729562323540449,-0.245337748900056,-0.334935114253312,-0.522186974063516,0.168091047089547,-0.1648303498514,0,0,-0.425494905561209,0
0.205620830878615,0.369234869722277,0.377080582780764,-0.441310118651018,0.207897647283971,-0.0786002686712891,-0.12453578975983,-0.0244580496568233,0.0944886781275273,-0.25882092746906,0.620484061073512,-0.00226297182962298,0.42731956904754,0.565273551736027,-0.953068881295621,0.841174941044301,-0.0266548348590732,-0.743157435208559,0.776107112877071,0
-0.489304351154715,0.451096566626802,0.0245658713392913,-0.153024372644722,0.0248697362840176,0.0843739392701536,-0.183370893169194,0.163578957924619,0.105636461824179,-0.294247708283365,-0.444309435319155,0.981852024793625,0.818585974164307,0,-0.189812434837222,0.573612996377051,0.483157981652766,0.403506813570857,0.571537884883583,0.300938454456627
0.150547464378178,-0.122261483687907,-0.105867394711822,0.324920858489349,-0.390824594534934,0.173129990324378,-0.133142272755504,-0.111287609115243,0.181219785008579,0.235607164632529,-0.691101387143135,-0.487468874547631,0.817536555696279,0,0.253154022153467,0,0.852791915182024,-0.803765695542097,0,0.725030906964093
-0.0354538424871862,-0.327438537031412,-0.434029578231275,0.0366909133736044,0.38052402343601,0.271712806960568,0.162120765494183,-0.052755856141448,-0.129592909337953,0.112653780123219,0.0155591191723943,-0.146840033587068,0,0.656491664703935,-0.270672554615885,-0.448966661002487,0,0,0.14578418340534,0.569836045615375
