alpha_1,alpha_2,alpha_3,alpha_4,alpha_5,beta_11,beta_22,beta_33,beta_44,beta_55,beta_12,beta_13,beta_14,beta_15,beta_23,beta_24,beta_25,beta_34,beta_35,beta_45
0.0333652144763619,0.42649275995791,-0.130355847300962,0.413039968814701,-0.332573116291314,-0.272575161745772,0.162523358501494,0.132355651957914,-0.214069031830877,-0.185983065096661,1.21772655355744,-1.27885904861614,-1.35652705770917,-0.0716937894467264,0.00558307324536145,0.559080406324938,-0.911144653335214,-0.908588770078495,-1.44358596252277,0.764444626634941
-0.10545498249121,-0.216806033160537,-0.375557844992727,-0.00221271626651287,0.438663786742836,-0.084317213203758,0.212272262200713,0.121925799781457,-0.0900860007852316,0.125152074918151,-1.29578992794268,-0.848525721346959,-1.38940204074606,1.4400450931862,1.44615643867292,0.330741781974211,0.336795831564814,0.875053060473874,-1.4867222418543,0.480019316542894
-0.37899363366887,-0.32583795581013,0.174028280656785,-0.100381897762418,-0.41250363457948,-0.0496587838511914,0.112417233735323,0.158050683466718,-0.256188912782818,-0.00986834135837855,1.01682249968871,-1.39737892057747,0.891640254529193,-0.292284603696316,-0.299597566947341,0.878967224154621,0.902968369424343,-0.0832830816507339,1.43784523406066,-0.97997261909768
-0.0874905735254288,0.463611260522157,0.238545688334852,-0.322099338518456,-0.131788809783757,0.15429696701467,-0.272573175095022,0.0310700504109264,-0.0352460722904652,-0.297827272675931,-0.091325688874349,-0.703550313832238,-1.01939377002418,0.475735954474658,-0.104800736764446,0.915084777167067,-0.246237209765241,-0.265935824252665,-0.587590178009123,0.412535397335887
-0.271140911383554,0.27273755078204,0.38900003535673,-0.34728772379458,-0.0644941423088312,0.066647663153708,-0.00966234840452673,0.295039507839829,-0.238064417475834,0.28551155696623,-0.611927984515205,-0.0206966463010758,-1.49569516838528,0.00676244124770164,-0.664816550910473,0.912168877199292,0.132421450456604,0.723788812290877,0.202411465113983,-1.23427649214864
0.0600209173280746,-0.345569182885811,0.498579120496288,-0.394109990913421,-0.106558461440727,0.175779621116817,0.151903910608962,-0.287882584892213,0.134711194457486,0.282837305869907,1.06569299544208,0.59301487240009,-1.14687712769955,0.495232184417546,0.110015238868073,0.57381818513386,-0.876324287150055,0.275849716505036,0.191719749709591,0.449821638409048
0.226333831902593,0.323926922399551,0.141538974829018,-0.167826287215576,-0.222560780355707,-0.175998705485836,-0.214595771441236,0.0662663849070668,-0.229276612959802,-0.224951669806615,0.114639390958473,0.00982537306845188,1.47775030857883,1.11892951978371,-1.47593053802848,1.06832003267482,-0.524203122826293,0.0728645226918161,-1.03494739369489,0.407088634092361
-0.196021844865754,-0.408659297972918,-0.358515800442547,0.235558768967167,-0.187052405904979,-0.251466238545254,-0.260280455136672,0.183572283759713,-0.0752664158586413,0.0106043870095164,1.32250048709102,-1.25864276988432,-0.977362662786618,0.995141883613542,0.538038944592699,-1.45527390972711,0.279057382140309,0.112826082156971,1.06575422245078,-0.446820727782324
0.439903352642432,0.401832822011784,-0.463311196072027,-0.310403008712456,-0.267205064417794,-0.0581138977780938,-0.0362582070752978,-0.161744327517226,-0.257455387478694,0.228296147100627,0.0729404592420906,0.495113173965365,-1.26238400372677,-0.583839233033359,0.958659719210118,0.919323064852506,-0.18474515969865,1.02961534098722,0.962047032080591,0.122305416036397
0.215828114887699,-0.232412833953276,-0.142064382554963,-0.0858018510043621,-0.11174049670808,0.0824660563375801,-0.204734947392717,0.150471102213487,-0.0509539910126477,0.141646754695103,-0.74080443684943,1.20555897499435,-1.4207900071051,1.31158395297825,0.0839316935744137,1.08349364809692,-0.140431532403454,1.07896820059977,1.03060001623817,0.252511452650651
-0.149558685021475,-0.28843043372035,-0.405269098468125,0.356338432291523,0.386857013683766,-0.167474590335041,0.178400726756081,0.177739231707528,-0.0142593312542886,0.161716450564563,-1.16253719106317,0.208066499093547,-0.985589109594002,-1.10606206138618,0.0952476379461586,-0.559847897384316,-1.40478601190262,-0.134140668902546,-0.836825184524059,-1.01081236777827
0.140035518212244,-0.185980161419138,0.424532586475834,0.239292816026136,-0.0428942046128213,-0.0635408186819404,-0.178654598677531,-0.122580186277628,-0.253856171155348,-0.282835582410917,-0.572449914179742,-0.0968625268433243,0.768490109592676,-1.01511267246678,-0.14343755110167,1.49450585665181,0.195105048129335,-1.35250901221298,-0.468974501593038,-0.0763745969161391
0.373582197353244,0.242618013871834,0.0223148204386234,0.399722609901801,-0.2205185724888,0.0513073484413326,0.224295858386904,-0.27096866662614,0.141100794542581,-0.225554058887064,0.329778159968555,0.0915222626645118,-0.351642082678154,-0.391767198219895,-0.0890522331465036,-0.460725419456139,-1.09367344016209,0.986711821518838,0.0678131191525608,-1.46112329210155
-0.239233459811658,0.192265029996634,-0.0502787174191326,-0.232632617698982,0.0682223367039114,0.274275340279564,0.272414187714458,-0.189103453885764,-0.124712821282446,-0.188307222956792,-0.087753796717152,-1.26032825815491,0.439459000714123,0.360094097675756,-0.847935425117612,0.676928571425378,0.624433723278344,-0.767354108160362,-0.536821026820689,0.770063397707418
0.0770830539986491,-0.221221822081134,0.400677843717858,0.40145415510051,-0.0938473304267973,0.128282096609473,-0.273236827505752,0.181862279819325,0.1515659250319,-0.197679922124371,0.30117031163536,-1.08201316022314,-0.264475059695542,0.210983322467655,-0.284279939252883,0.975557596888393,-0.0184124729130417,-1.2327838386409,-1.3613448869437,0.232755069388077
-0.259247499518096,0.471109646605328,0.419770655920729,0.0486350215505809,-0.494638106320053,-0.237812298350036,0.154022090183571,-0.276050948258489,0.104378765355796,0.0389008041936904,-1.09900344000198,-0.506876306142658,-1.2766419632826,0.540347704198211,0.655580200022087,1.23490683850832,-0.802862947108224,0.66056443657726,-0.741962347878143,-1.22822256828658
0.408731757896021,0.113142466638237,0.232043170602992,0.0814600365702063,0.104672969551757,-0.299700947385281,-0.0699821655638516,-0.205565052106977,-0.122790735494345,-0.259252449637279,0.325228692730889,0.780473467195407,1.14992075390182,0.0684011997655034,-0.908082024659961,-0.559750929940492,0.0323016112670302,-1.37863927683793,-0.767661829479039,-0.363227482885122
0.238609425956383,0.467647575307637,-0.414761865977198,0.261003504972905,0.326789232669398,-0.21099667889066,-0.134572347393259,-0.0313847817946226,-0.14286817596294,-0.243772577634081,-1.17772805225104,0.616037744795904,1.02633947879076,0.387574695283547,-0.0818175009917468,-1.00133858551271,-0.682895916514099,-1.44460744620301,0.925735829863697,-0.758813409833238
0.104135506320745,0.00694398069754243,-0.0641523178201169,0.405191461322829,0.0879323256667703,0.216035719402134,0.0942610711790621,0.137848927918822,0.185995357576758,0.231300064176321,-1.17426327103749,0.741705963620916,0.602615244453773,0.222527745645493,-1.21534959808923,-0.237776191206649,-0.232212881091982,0.405482959700748,-0.510845592012629,0.891198033001274
0.0769817312248051,-0.154116874095052,0.401907631661743,0.361589952604845,0.305428522406146,0.200100666051731,0.170474501559511,0.240641982899979,0.187546832906082,0.0323765844572336,0.516322774579749,1.03157726931386,-0.858616280369461,-0.656038072658703,0.809791185194626,-1.42415967606939,0.158260874217376,0.344320651609451,-0.709033443359658,0.95022071711719
0.412469174247235,-0.219360791379586,0.343088490888476,0.0597733489703387,0.377943627536297,0.0455596551764756,-0.272398652136326,0.282203142950311,0.26964777186513,0.289080059481785,0.13473755470477,-0.187470246339217,-1.01779963262379,0.263085541315377,-0.752937792101875,0.385662277461961,0.65977382613346,-0.305202021030709,-0.889289407990873,-0.673761857673526
